,order_id,customer_id,product_id,quantity,cost,order_date
44,a1db6020-f3c9-4868-8d99-a9b7d40451a8,329f48bd-9e85-44f4-80cd-e3b5f80306f1,product_27,5,383.37,2024-07-13
45,af38330e-1ac4-4f28-865e-518fc7e48641,a9af9bbe-a795-4766-a208-b45362824931,product_98,1,261.82,2024-02-02
46,c677af0b-7f47-4c3e-9fc6-c16a9a8b9b18,185ab614-983f-497e-9f89-996cf291aeef,product_75,8,46.84,2024-04-26
47,ee34629c-d1a5-4266-97ae-3c7205675fc6,92b36ac2-90ca-4f05-8e3b-a8eb3b0a30c1,product_53,2,336.08,2024-02-25
48,cc97cf83-8d5e-4134-9712-41a0eb99a6b3,727cd9e7-c9ee-4aad-b6dc-54698e9e05c0,product_9,3,140.98,2024-06-26
49,68c40d29-aff0-43df-a13b-d08393e67f5d,75a40710-62b9-4eb5-a86e-db2282c47dfd,product_87,4,313.13,2024-02-04
50,0969c9fe-d821-4d24-83e5-ed1bc2ca6b4d,f6b73ac6-ef05-40af-81e4-84ad429a3439,product_87,2,357.65,2024-04-05
51,bdc48985-f7a8-487f-a8d5-76a61d7d5dbf,7d323ae1-28eb-42e0-8cb5-c125c333c225,product_80,4,354.16,2024-03-08
52,7b20ad41-f22c-49e3-8159-a55fa09f7690,7b85f9ee-757c-41b8-b934-d8d012e11e31,product_3,8,43.48,2024-07-10
53,acb719dc-7b3d-4120-960c-a899da34f48a,5c17b38e-bc7e-48af-afe0-0d3bada91fea,product_76,10,349.85,2024-01-26
54,e4aa65b2-b930-449f-89b4-be244173325c,e4166fd5-c536-4dc9-991a-507c12210df2,product_26,4,245.98,2024-02-26
55,741e5133-ad27-4de0-b332-aa4f765ba5ff,cd886919-4824-472b-811d-97acc5dfd82e,product_91,4,248.11,2024-06-29
56,d44bab68-7f7e-4603-8cca-71175bdd0acd,83b5e594-dfe7-41c9-838f-b6ac4f24a405,product_89,9,447.64,2024-07-12
57,155968a7-fa31-48fd-9a18-ba945cac9d64,8f26050d-2b8d-4c25-81b2-fb68aedf943a,product_13,3,178.54,2024-03-05
58,c7284e0c-84df-4002-bcd8-6d8f68ddab93,82fcf41b-5c4c-494c-87e9-05c6b0cf25cd,product_79,3,283.14,2024-06-27
59,33332b30-d69f-4879-8883-e137e8cb13dc,2401f295-4a3e-4560-9076-726b87a4ba73,product_22,1,487.06,2024-01-11
60,361f1375-540a-4308-989e-a4871c5e40b0,59823b72-346c-4ae1-b6f9-0c4b011a706f,product_4,5,349.33,2024-05-27
61,1820df42-7e8a-4587-9f40-df2fdef3d7b5,84593e79-62d8-4add-a608-ad1f5aa594cd,product_30,1,446.93,2024-05-27
62,437bfc19-e552-432f-b50d-55bc5088c405,ed3645c3-282a-4818-a0bb-cc2dfcbb73ef,product_3,9,239.96,2024-04-16
63,8ff931da-0ecd-48c7-9deb-f1623d5aff71,b16d4bf0-462b-46b6-bd9e-9cfd9968b13c,product_93,5,333.69,2024-07-09
64,3f3795dc-d19b-4c85-babd-ea542975e86e,2cb82399-8f23-4f62-8528-ba8fd95b3043,product_40,2,124.63,2024-05-16
65,2fdd7121-8c8a-4a2e-a52a-446a8fc4387c,e8cd4a6f-1ab3-46af-a1dd-096d1eef24d0,product_49,9,37.87,2024-05-24
66,03c801d1-41d9-4693-b28c-24a23f517bf9,6abdd0f1-0e38-4a80-ae0d-62c1e43e3526,product_95,9,132.73,2024-04-23
67,108479a4-2b39-491b-9eb2-d41f9abaa985,13d66774-e813-4e5a-95e1-a412bf89fd11,product_42,4,467.23,2024-06-12
68,13a82ced-696c-436c-8fbf-6606914e3b5c,4d40ccbb-3293-4baf-98bf-8066d5f7ed97,product_77,7,365.04,2024-05-14
69,b031ff21-f1a3-4578-83bc-401c72ffd045,d6c59a4d-1fbc-4fdb-a36e-d131a30804f3,product_86,3,159.92,2024-04-05
70,f0a5aad9-3815-4d01-b035-4207b75a6032,0db93b9f-6690-4c9b-ba4c-c1d528b835ec,product_19,7,399.42,2024-04-21
71,7983a36e-9afd-47a3-9d62-b93036ccc882,c32bcc70-0b8b-4434-8651-5d6fdb8f90f1,product_35,9,275.02,2024-04-16
72,aca94a54-66cd-4714-9151-b9de44dfabbb,5e9891f7-2211-43a8-a073-365e3da4c654,product_38,3,100.53,2024-03-08
73,e2a15d5b-2feb-4da6-a08a-6f57d8b20b26,db2a1949-0879-4851-ab85-e09016fad058,product_54,1,413.77,2024-04-27
74,428d3e68-5a22-4bd2-9a7f-e8f761322402,b6991c09-d92e-444c-bae9-e6a3a7d4e1be,product_83,1,437.0,2024-03-18
75,ca97b983-e727-4964-8b9c-903369657d2c,f28c0713-adcb-4131-9b6d-b49f72a7a061,product_19,9,220.28,2024-01-20
76,0860bfca-cf1b-4b1e-baa0-15eaba17676d,cdf3e43b-fcdf-4b75-9b9b-665a64f6eea4,product_77,10,425.65,2024-03-24
77,8921f132-6cd4-488b-9586-567688e89fc2,41211f6f-d79b-4c6e-a6ad-8e069687bb44,product_8,4,244.0,2024-03-13
78,6bce6b4c-6f93-434f-abb2-7235a7b8a1a8,76135584-cb89-48ec-b4e1-ba7388886973,product_85,6,482.12,2024-05-03
79,e8a6c1b8-b1b3-448f-9b4d-7d71afd1ccc1,1c787fb1-20d1-49b9-90df-a883a0143b51,product_19,7,81.55,2024-03-14
80,01a13aaa-5d7c-4065-b81a-da3e55288c58,9ee040d3-eb7c-4ae5-8f1c-0b93c54a47aa,product_81,1,489.73,2024-04-20
81,3d429d46-6aa4-4afd-9cb2-3624ca4d2d18,51184628-3f14-4cf1-8e84-507c0705e5d9,product_85,7,469.0,2024-04-21
82,53ef2269-646d-4d87-a894-47c647c5e171,66118716-79ee-4187-ac50-acb3db26b6fc,product_61,2,144.88,2024-06-30
83,872493c1-8cde-4d89-8454-cc4f9a3734bd,1f62a593-519e-4055-b6bf-befcdd5ef7f8,product_94,9,403.55,2024-02-27
84,f560f6e5-6d33-4b12-9881-562cb1273c0f,ccb6aa71-cbf9-4964-a032-8efaaa51cd38,product_74,4,51.24,2024-07-13
85,9ddd5ebd-bb79-4ff1-9e14-87754a582f51,249f4c68-868c-453e-8f27-2702db6539e2,product_79,7,463.24,2024-03-06
86,ec3ec499-fa06-4034-992c-3ad112017f4e,dfa57bbd-df49-40d0-8986-99617be4e841,product_48,6,247.84,2024-03-18
87,633a404f-5bf4-47bd-813a-fa4d9a1eb6ae,968b25e7-ac1f-4528-bf69-612e7647a8a9,product_32,5,400.78,2024-05-25
88,909e4cd6-5822-4856-bb7c-24a363a26342,b983bfff-978d-4344-bf10-96fa742377d9,product_29,8,55.66,2024-06-29
89,1233d9cb-b259-4bf7-92d7-ffc92c57fa68,63421b1c-34be-471c-98c1-992d60042fc4,product_100,4,294.07,2024-03-19
90,b3bf1dd8-2e53-40f9-bcc2-c8940114b9f0,008cad27-c949-4d09-a75b-5c144691f239,product_65,7,15.46,2024-04-07
91,5fa2e53e-af78-4ff7-90fb-41c7ea625330,3f6dc867-ca46-43a6-a715-a73f3a2c26ee,product_58,9,179.17,2024-06-04
92,1bc0f218-dd9c-49f0-94c6-0ba1d07f0260,37f24d98-030b-43dc-a65a-3b68088f801d,product_74,2,483.96,2024-02-08
93,375e9cd5-f35a-408c-8148-adb893262b62,54adbec2-ad94-477c-b604-9edfa910f75c,product_12,7,53.58,2024-04-10
94,e8610084-1b0a-42df-b14d-c6c49b47f51b,a8fbdc83-41c5-4773-8c07-1e224d6cd872,product_37,3,466.58,2024-06-25
95,8a8417f8-f774-4e81-a14e-cdaea72c5cc6,cd8413cb-2b0a-42b6-bdd0-9ff9ea667a2e,product_62,7,472.67,2024-02-24
96,316db095-9db6-4b2e-9a82-d9e7b7373f1c,ceb21e7c-122b-436e-9c5b-ede2b7ea8ff2,product_83,2,211.36,2024-05-18
97,bb9fbc00-6de8-4b1b-81f9-5182ea717462,ba37df83-7efa-4dff-96c5-d8739d1f45d2,product_9,4,233.37,2024-06-14
98,40cf1c8b-e7cd-4d81-ae21-1b66d1e9bc05,b64a6e4a-2778-4637-b0df-ec85fda52db6,product_41,1,85.56,2024-05-27
99,d69bae47-c984-40bf-a398-8e94109a34f2,8293e188-b227-4f3c-9194-9cd5ae594388,product_36,5,252.93,2024-06-23
100,6856910e-4242-46d9-8acf-809e39a4333c,e16ccc6e-3886-4257-bbfb-85311d564531,product_13,10,233.14,2024-02-18
101,ceb58f85-6ab9-4c86-a2a7-023eac2ebc37,b1bca9df-d91d-492d-9342-27f01adcd42a,product_63,6,35.96,2024-03-23
102,f194c6fd-93b4-4120-8234-d3a673afdcb5,3a1ecb4f-ea1e-47a7-87a1-b0c700154367,product_73,5,290.38,2024-06-04
103,7779a71f-8f97-4c29-aec8-81d6b3d19722,4f1bdbe0-e818-44cd-9535-95abdb21c342,product_85,7,214.52,2024-03-02
104,900a6532-8104-46dd-9273-cb82c3a60895,18a27f84-8175-411a-9862-c42d1b280dc5,product_62,6,265.27,2024-05-04
105,c3c7ba95-242e-41ee-8c00-3b6ba6ae4cae,f0b531e3-ee3d-4421-b205-aaf41192dde7,product_99,8,63.19,2024-01-03
106,c7e890b4-a740-477f-9da2-9a419050a3a1,d39f754a-10fe-4745-810a-d6e00db77a7b,product_76,4,220.13,2024-04-19
107,db7596f2-ba77-46a5-b9fc-da884399d11c,b99a6ceb-5c9a-4ea3-8079-e92bd4eec31f,product_32,4,222.43,2024-04-27
108,673b1acc-ca95-45e5-96e2-d39f40ceb8de,58b412f7-0154-4ce7-a466-8fc4136558bc,product_92,9,124.2,2024-04-05
109,bfbe6743-08d9-4dd2-9137-7e23639b9468,fb99f5c8-df6c-4019-8c2b-3186a7215752,product_97,6,106.9,2024-03-10
110,2fe2d36b-c416-4fc3-bd10-f98e2b381410,9ce3eeb4-382f-4c7d-ad73-fab6a8c8bcb8,product_8,10,402.76,2024-01-31
111,1d71701b-9cb9-44f8-b5a1-5e51ee37d829,ca20c917-e942-4568-9998-cee74e60ccc8,product_37,4,157.03,2024-05-23
112,db338f04-71ef-42ad-bbd0-c05a1669928f,d594d105-6b51-44b5-ab9e-93174e770ad3,product_24,1,29.88,2024-04-03
113,8626c4f3-763b-4245-9cc6-dd3a80bcac30,3e0cf657-f21a-4aef-a5b8-45001be61a01,product_55,8,336.7,2024-03-12
114,91e1410a-8c6b-43a4-abb7-449dd84b85bc,dc378a0c-3d81-4f89-bce9-a6fe6c4de568,product_4,2,415.89,2024-07-03
115,0c41f796-2701-44bd-9b29-57d9f311ac72,a74b3ccb-1576-4155-b646-1044591c6315,product_43,5,334.3,2024-01-04
116,02cb27fb-74b8-4f2f-9f98-8eb3de8f7fdf,ff8ae688-7001-4800-986a-063cd9565723,product_58,9,177.14,2024-03-15
117,5113654b-20ae-4fc3-b41b-514e0156f167,c733548d-8419-4eb2-81f0-1b95230a3504,product_2,5,334.01,2024-02-19
118,38bbdd53-d13b-4d5d-a17f-6cec53c13f62,7b143510-b2ed-47db-871f-0e3fc0d31aee,product_54,8,83.2,2024-03-27
119,bc7e13f1-ef5c-4523-8c5c-ae06a8c7b929,9fe42b9a-af19-4e05-975b-6cd82848ac7d,product_99,7,372.79,2024-04-16
120,c5db7e12-b675-4b8b-a20c-5cec11160355,7e1dd697-b81d-4332-abbf-167439b91f64,product_11,7,14.84,2024-06-11
121,08b01e2c-ec92-434f-a826-1a6bf8c1d632,12189083-95f0-45e9-b3cf-4aa4e5c681e7,product_1,2,399.26,2024-03-13
122,ecbd33a5-b962-4562-9c0a-d497a8d460df,f6b73ac6-ef05-40af-81e4-84ad429a3439,product_81,2,193.2,2024-01-20
123,28d343c4-7959-4ca4-8c4f-01ed28d19c15,b10092f6-e211-4ad6-9f17-efe5b1b509b7,product_2,10,299.87,2024-05-18
124,eb609c45-baf2-42c4-8df7-ab6e66d47bb2,dfa57bbd-df49-40d0-8986-99617be4e841,product_65,8,352.92,2024-05-23
125,95b24fc7-4dc3-46a7-970e-e5604a70d45f,ca504940-cacb-4aaa-bb19-30f8d9b093be,product_45,4,330.48,2024-06-28
126,b2f6b4ba-3753-4a59-81f2-86a74e798bd3,76135584-cb89-48ec-b4e1-ba7388886973,product_35,2,496.19,2024-05-30
127,2e7d3f41-039a-44ef-bad5-2022ea05ac59,cd52f993-c65e-4f86-9ec7-c8999b349ec5,product_35,9,167.41,2024-04-15
128,4847cf58-3159-4273-831c-e20504493c96,9f58f691-a178-4523-b5e5-98ad9423250a,product_43,5,412.4,2024-04-04
129,1bf0f6fc-12a1-4c2d-a9c1-512d145d7d2d,8cedf23b-5d11-4a9c-b870-997cfc3063e1,product_23,9,170.94,2024-04-28
130,980303a2-2747-4e85-af7c-2c2fd5b6bf16,f01cdf4e-88b4-415b-bf24-51a88c8adad6,product_17,3,351.89,2024-06-26
131,7e350ace-840c-4ed0-8844-a22a6ac8340d,1115c18d-c15a-40b5-96a4-3d7d62ea2c1f,product_83,1,44.94,2024-03-25
132,a7b6f86a-0f8b-406c-b543-b6da975a9ced,1b38ad77-8ec7-4ca7-9fac-f3e4f6e534ce,product_68,4,324.09,2024-05-02
133,7385fd77-ac2e-4833-9147-259f5cb1187d,98470cfa-a0d1-4756-ab1b-e8277a7cbab0,product_94,1,338.1,2024-01-18
134,d7183ed8-d9ad-48fd-bac4-5deddceb23be,b40c4c73-f9b4-4018-8450-4a67c2d8eee8,product_14,5,296.18,2024-05-13
135,cc77fda7-e773-40d2-a956-d1d550bb9b76,332d5e49-3d0f-4200-8c96-2061a5cd9006,product_98,10,69.48,2024-01-26
136,ba9eba9a-1791-4b70-bcbb-3a867a2d795a,877775da-38f6-4310-b9eb-a77a939b971e,product_86,2,40.67,2024-02-06
137,71e84d2f-261e-4cf0-9d8d-ecef2a8ecce9,8e1cd13b-5724-401b-a43f-5eab13b34932,product_63,5,213.58,2024-01-27
138,975ea1d2-6f4a-4957-97c8-0fbd0ff705f0,04c3a6de-99bc-4f93-86e1-fc25a0e954d9,product_88,2,384.54,2024-03-01
139,e20b6a24-7a68-4df5-88af-d427a3638153,2b287c72-8b36-427f-ad71-1b6767abc1b3,product_37,7,161.76,2024-05-17
140,f56e0697-7dd2-4bc9-bb92-d524da5d48d3,df116058-7350-47b7-b2f9-b6a670de5d4b,product_40,10,158.76,2024-03-06
141,8573305c-57ee-4aa9-845d-e5f985f1a171,a9a0208d-21c6-4b3e-9b1b-cc43caeb1715,product_7,3,186.73,2024-06-26
142,e7be069e-1bc7-4c79-806f-81a6093a83fd,6bee484d-4edb-4641-b503-92874ea4ab14,product_23,10,278.34,2024-03-10
143,1dd6a6a7-c6bf-4156-8c40-3ceb8a242097,9e88ad06-23a6-4bcd-af48-78d29ad11cd1,product_48,10,340.45,2024-02-26
144,83dd665c-fdef-4101-807a-a48de8547e92,3a3ca0cc-4a4d-4518-882c-1e92f9569200,product_86,6,208.99,2024-04-16
145,cb8fe212-865e-48ac-a0ac-527a7ae37cd2,3fbf24c6-850f-4059-98a8-6ffa2a38d0f6,product_47,3,284.74,2024-01-19
146,be7f2b4d-84ce-461d-9de5-a3d058b22bcc,6c333c83-64cd-4e90-9871-6feda925284a,product_6,6,326.74,2024-04-16
147,daf07c77-a1e2-4150-9af3-ac6b712201c1,71ed726a-4d5b-4d8e-87b1-7e9007bc6f9d,product_51,4,398.66,2024-04-05
148,86e5ab09-634f-40d3-837c-a7d051db3dbb,b13b8277-28cd-4045-a131-9a122c7c774c,product_94,3,36.65,2024-02-10
149,12624458-e6b0-4f02-8342-a75593112882,0a0bf8c1-5011-4270-8c1b-b23eedf94dd4,product_36,9,464.12,2024-06-10
150,bb9fc531-6dae-4c45-b5ec-40db088898c6,e48bc965-d112-4318-9428-db616cf6b91d,product_42,3,186.0,2024-06-15
151,6c0b4726-356e-4064-9bbb-49ce2ffa1769,0bc65a4d-c6df-49a8-8b1d-353de41aaf7a,product_95,7,200.63,2024-03-23
152,c8fdc588-d4b9-4bc7-83df-ba8f31bb170b,d25e93f2-309d-44f9-8229-a0de10bf5839,product_80,7,382.71,2024-03-26
153,660b45fb-b56d-49b4-ad3b-ba016fe72ca8,0a83cc9a-f731-432c-98c7-36df4d40647a,product_84,3,233.29,2024-06-15
154,46512252-414d-4a70-b571-c0d9e0714c8e,ed3645c3-282a-4818-a0bb-cc2dfcbb73ef,product_36,4,253.18,2024-04-16
155,5e934ee6-c7dc-4d70-bd06-6c538d8662d5,819e90a9-43a1-4312-99cb-59899006a793,product_73,7,90.04,2024-05-27
156,9a866a54-b735-48ef-8a5c-f560e5d1e4fb,2fbb1231-1d2a-4f92-9da7-91c318c78d7e,product_27,4,186.04,2024-01-20
157,b1c641d9-7354-4a41-982f-4063d53f8b3c,efaf5aef-3b3f-4ff0-83af-dc7f9702c7be,product_13,1,400.24,2024-02-20
158,d838f1eb-0bff-48d2-a018-7c9a8aa4459a,89d4e59c-0e7f-457e-a052-ed261f2ba000,product_93,8,112.3,2024-07-13
159,9727e3d3-0e67-4bf7-b07c-3deff94f453b,bf7eb657-efb4-44ed-b020-1754b9ac1752,product_78,4,426.87,2024-01-23
160,79a65152-db4e-43de-8c6d-ad04d3610cdc,fd1318a8-ea43-43b0-b7c1-7105edcf81b6,product_49,4,206.09,2024-03-08
161,2d1abefe-9dbc-4275-b563-125f75a37aae,05b6d25d-8284-4003-8722-d11544e2e865,product_3,6,388.28,2024-03-20
162,78083af6-d517-4b26-abd1-edf453c91150,34026150-71fd-44cc-90e2-a4de998fb2b6,product_53,8,131.79,2024-02-03
163,61c50cb2-89d0-4b48-8706-5b9510264d7b,56ed7fde-dc5a-4d03-a141-7c6f701e37bf,product_11,6,360.4,2024-06-15
164,6cdf84ec-9db7-453c-b02d-be3f620007d5,6eaa5415-604a-48a4-9ec4-9c6a78c6c298,product_45,10,474.12,2024-04-04
165,dc18617f-949c-479c-b8de-c5a0d47fd0c6,8e56a6b3-bdd0-4194-a24d-b167d2ef9b92,product_64,1,159.32,2024-01-14
166,ec82a4e9-d2e0-461c-aabb-b2ea1cf6f16f,8b2da2d9-7215-4024-b040-824e33bf8872,product_59,7,328.61,2024-02-10
167,9433d296-5f02-441a-a931-aee947769944,3ac99449-1fd2-4dc9-ab93-ee116b508002,product_14,8,369.62,2024-04-03
168,bcf52ec7-b127-4269-a88c-0f74dae9b5b4,34026150-71fd-44cc-90e2-a4de998fb2b6,product_21,1,446.51,2024-06-16
169,a6a2c3e8-418c-4024-bd66-0d8e0071c68b,c0c31043-d694-4f27-8ade-89a0929fe4eb,product_83,7,40.82,2024-04-12
170,e4717bf7-020b-457a-b51e-3fcc1b29330f,ba0b225c-e17a-4547-92dd-16ab13f89081,product_34,10,243.33,2024-01-09
171,bb7b3d71-fb14-4922-a13f-72f28ae494a1,dbd55a33-b38a-41f2-b199-54ba41e043ba,product_72,9,216.09,2024-06-16
172,0b23a42a-9814-49f4-b35a-49ce724f5e32,6eaa5415-604a-48a4-9ec4-9c6a78c6c298,product_47,8,489.31,2024-04-18
173,9825d0ad-0a6e-47bf-a5bf-4c35880d28c5,57c540c2-05dd-4cf7-8d2e-98a915097c72,product_53,7,405.58,2024-02-11
174,ac943464-4b81-4628-96ea-60ea5e32bbc3,b630836e-8e93-4c1a-9ba0-ee88094cd92d,product_94,3,486.12,2024-01-26
175,8d8e391e-7bf6-4da1-87bb-6490270f13b5,188bcd6b-8a0d-4241-9b1a-6a5537cf5a98,product_9,3,178.78,2024-03-18
176,6d3b9231-38bb-4dd8-830c-907c6486d667,b37773e9-12b1-4820-a08f-f1ddc8548a7c,product_8,4,296.31,2024-02-17
177,454b4e3f-c49c-4e87-8014-ad43875688c8,bd10836a-8e34-42c5-9b4a-4e47bd1b9844,product_28,3,286.14,2024-02-20
178,b0339cdd-0072-4a7c-bddd-28f00bc04a06,71332b4b-da24-4cee-877b-644a08c60b38,product_64,1,95.61,2024-06-04
179,459779d9-3976-497c-8bf9-381253e493f7,44a9041e-c02c-4c8b-9028-6d7c69196258,product_49,5,299.03,2024-01-27
180,47936a94-4372-4e8b-9003-b45648f616c4,1adc93f7-70f4-416c-a95b-af3acc00c3b0,product_23,6,356.35,2024-01-02
181,0ddf04bb-07bc-4f56-91e9-7d1b8d0720af,0a83cc9a-f731-432c-98c7-36df4d40647a,product_86,9,136.46,2024-04-17
182,75274760-991c-4725-a96f-b1fc4ea81b0c,7b9bc8b1-82cc-46ad-9137-f152c4f96c92,product_45,4,360.01,2024-02-11
183,86b04710-c517-4777-b9e2-d538b99d5ee0,a3b6a0ef-f616-4253-9aa0-fd05f7fa12ed,product_42,5,210.55,2024-06-16
184,53499779-23a1-42b7-86c4-350ec1e429c5,6b4eacf3-d5da-45a0-b499-a1cd79126108,product_39,2,232.85,2024-07-13
185,f897a712-8ea5-4228-b7c9-8c6d8de580db,57c540c2-05dd-4cf7-8d2e-98a915097c72,product_99,9,481.36,2024-07-13
186,2660a61d-1984-4488-b72c-843c0af45d86,652e5d70-9b1c-4425-aa6c-b08a59d491ef,product_14,4,456.05,2024-04-12
187,710dadca-d296-4e49-8ee7-0ee0fa2d2a06,9e076660-f2ca-498e-b71b-d5cb88bda042,product_5,8,73.92,2024-04-27
188,0bb5ba59-69d6-4afa-9506-528b77669966,8162f919-33f7-4da3-a0e6-55165ce802df,product_36,4,372.94,2024-03-25
